N,P,K,temperature,humidity,ph,rainfall,label
129,9,16,28.793974785325332,57.83910775347494,6.525877409930132,240.23781253381216,Cotton
118,88,122,14.992772134339429,64.3324352938468,7.833615926872972,135.66752548381186,Wheat
139,56,98,15.7787322621773,44.903153184357706,9.096833888243694,45.9740589822148,Cotton
19,109,159,17.013509255748595,54.880879820554696,8.294989856581749,154.6473268316507,Apple
4,58,171,20.804916525173873,45.262243333756935,9.506947812982434,45.25301433507314,Apple
36,19,141,15.642291916995383,69.12652092958031,3.8449490585202484,55.84457090670918,Coffee
136,65,153,9.373823296207956,91.50829187050445,3.577950946665865,86.61153330384107,Cotton
52,126,80,34.478277258770106,28.09714253603726,7.732563928551762,258.94870205880216,Grapes
98,25,33,36.99580707632181,46.80115765166862,5.351855425422376,277.04228398856617,Rice
85,50,165,18.773855301321785,26.114699939774074,5.122406503076948,249.6996487543152,Apple
107,138,194,18.68440087922381,67.74516425507355,5.6176773612402835,112.87346644216153,Grapes
23,42,121,9.007080933011634,76.68286381601924,5.226694770511131,95.7401106282552,Wheat
80,66,19,28.663320099246924,94.14449500338121,6.773193000330158,172.6652820396865,Maize
119,90,6,32.90284495585996,37.982985658442985,6.316950062234448,220.67517862820523,Rice
58,82,184,13.080962370512093,95.718163704427,6.7795427288106005,296.1576351085286,Apple
127,50,121,13.462257401520802,19.440589776578033,7.805367113602792,56.57665790234149,Cotton
113,7,176,31.87043089916598,65.85919224935458,5.977635257415349,33.70317572861763,Apple
114,10,186,26.795689851941024,18.91341386352638,5.108369197709804,213.03093714068535,Apple
13,97,22,10.109928282729337,90.86458014752725,4.563683435575971,251.35876781408572,Rice
8,12,7,26.978372121498627,59.56357890802465,5.736634365008804,255.28496080286564,Rice
39,112,139,17.820397507037967,71.56395816560047,8.247561441575503,208.61286664345067,Rice
24,79,175,19.5667745397487,85.51535762829891,8.342911424713407,285.216393545134,Apple
102,81,170,31.2761574142689,26.926713533621314,7.768194474778946,162.05932426539516,Apple
21,54,169,32.47930762604023,17.31887432667951,4.997780321963997,274.04051393746704,Apple
3,15,190,20.490413503723055,89.58377854850528,7.2637519734700655,289.0517740836434,Apple
28,99,165,36.45686573138556,41.08425756146819,7.152413834091828,255.50977304686396,Apple
108,74,112,20.66871136420051,25.092186081736212,6.599303667902243,106.11288058589653,Maize
97,20,191,31.33761222871921,54.287666389489445,7.019865512856731,74.54795102534209,Apple
36,72,99,22.929216125276366,65.45432250985762,6.647460048791476,172.37737806494553,Maize
74,103,126,35.00794393444485,16.66347189433587,7.118920742874293,145.9381006056924,Moth Beans
69,52,15,35.30662831458521,37.64102661010955,8.079238109575225,264.01681912957974,Rice
127,68,72,11.35257078983565,16.820789187813055,4.201620444182014,47.80880455666873,Cotton
84,94,127,36.14560527425859,50.14884347081291,8.297604813753752,91.65173704460217,Moth Beans
41,80,200,32.90561737239614,90.978602499697,4.369671360816603,229.00010657620098,Apple
99,143,117,31.906272857929874,98.50810738844694,3.9264191898263983,46.40628730369277,Grapes
40,105,102,14.666611118817256,68.78608960131197,9.746909991817393,109.17250709803265,Wheat
33,93,97,32.30948089563621,27.900841665474896,9.624747320770826,127.62919954700732,Maize
16,22,26,33.623875852803074,91.90304753994029,3.8867938876196098,193.08107544442782,Coffee
121,23,198,17.243189766061207,58.3973127952052,6.3368220254397585,63.96087550998335,Cotton
75,59,176,36.60599428817986,27.222440840850957,4.691967605118558,259.2480483172193,Apple
86,106,131,10.255916274855597,93.26849357284287,6.6062073416602765,144.41674145962423,Wheat
116,122,138,13.17735019481648,79.14233836218686,8.81313435519736,274.9320359027947,Grapes
105,138,174,24.497369231104216,76.92665345419104,9.5839153583545,150.067835990233,Grapes
85,8,29,25.613140156771443,74.9895405263188,7.559216982089839,96.46119198552387,Maize
26,112,189,27.63838243238638,31.22922461429404,5.764996270155629,59.42841437517362,Apple
56,119,89,9.29549857601162,32.14657548684724,7.36128362012543,21.041136329737178,Wheat
30,33,59,36.8427098189662,73.19319786474392,5.496808359094082,167.9397808257843,Moth Beans
133,63,148,10.101972307837006,32.89615650949413,9.322871301325186,49.78956174568471,Cotton
97,129,99,12.97740901952335,51.7257659250622,9.070562963877357,128.90031828946755,Grapes
11,102,146,9.209223911760864,81.25215700107896,7.072683201789831,183.8175496239101,Wheat
52,21,171,25.352266252187565,81.41991655641432,5.578713058434308,96.64067933895068,Apple
137,111,160,36.02219301049239,52.98051243722393,5.377693923731061,68.71235327778004,Cotton
121,47,183,28.245657249549556,82.12833469167107,3.7138751661123806,235.37261108539698,Cotton
45,84,123,32.82159807962847,86.12147447303288,8.721253446561889,283.2079458942905,Rice
63,12,181,9.187811140990538,70.31071461044638,6.382452563449651,47.92243616562655,Apple
129,110,13,24.626846715608004,33.64462329852414,5.580850741761692,63.25411017903218,Cotton
53,12,190,22.219238943161237,37.565013113157086,6.5151062719856245,286.88351871625576,Apple
106,100,177,23.369863971247156,41.07633936515124,8.739923138909774,30.504013663804464,Apple
50,98,154,10.908625011787489,24.045153265119872,4.297530929328135,291.7817895610313,Apple
35,69,164,28.785512543223778,37.491727351815285,8.988998324747694,21.29116629762688,Apple
114,43,201,23.494036113872127,32.018653290877765,9.244056544693466,262.8798862710701,Apple
25,85,201,31.142346415948907,53.15827248353978,9.558930656216884,105.43640031459437,Apple
28,88,46,22.970486514602086,92.12562911701478,6.043923151504818,280.92770257328846,Rice
10,92,57,13.161943777811818,22.985307240840395,4.8896985858411,108.11079024069276,Wheat
39,90,191,27.729103059072404,75.94304145947602,5.891301238186871,201.89715738646757,Apple
10,97,78,13.833681773470854,73.10633837952898,5.630637415880981,42.24905439493038,Wheat
112,90,43,34.273921249960594,22.23486108504876,4.6273850400183045,87.36768758413945,Coffee
38,48,126,26.702994180821854,93.3412268218988,7.386506688649523,235.0828583212317,Rice
53,141,19,13.390353399863065,62.88860938548648,6.5503946272552245,166.97466732271187,Grapes
97,78,203,36.90027127845124,45.28039481766885,9.040486350873625,277.9753991767984,Apple
54,40,161,23.936271529391362,79.06231818059638,3.705501315085173,139.1928915188965,Apple
110,105,127,10.928634794652327,36.13342942254053,7.620754736352809,261.8078376962706,Rice
68,108,115,27.103520808919964,73.64184598598357,8.382872822473992,144.80961161895004,Maize
55,70,135,16.19340808477406,17.41516385121326,8.360714042805165,292.23102147915193,Rice
32,59,87,32.26784879481723,86.1890912343974,9.170873389411362,286.83395802888776,Rice
35,95,14,32.68040454813277,52.54269284383339,8.165815954108762,111.50000414459033,Maize
80,26,96,37.385262790956126,68.75559063478299,9.437984394545257,266.28678037587133,Rice
108,105,33,23.45459030591551,33.0264525033748,5.6290022388537055,255.6359620319505,Rice
72,125,39,22.084740888049925,72.22833928862653,6.720540267209875,78.56915045706246,Grapes
39,97,10,30.801487679037233,80.41266372682179,3.5901098450105002,193.552731417749,Coffee
16,112,144,12.668143165184256,54.69633407205829,3.5445285587410638,40.20568373396853,Wheat
128,14,115,24.769933002759227,67.1245154693143,5.036810370889727,252.60558032220234,Cotton
60,13,42,24.750429923820846,53.24402944872627,4.145166061690146,68.52375561397204,Coffee
103,38,81,11.412615186063308,90.89185775617472,5.165352754788823,39.68648698524254,Wheat
41,133,97,21.005135296801875,56.81674952423145,4.6330770849817435,131.26090855978953,Grapes
24,93,151,33.7159161181623,86.39554897647842,3.6825281589673486,180.38435453070088,Apple
38,97,71,33.79968576224408,82.91627701124138,9.319546536998716,257.66691447961637,Rice
34,75,140,11.697739815654685,49.30341463595866,3.552628040888906,290.8394220950428,Rice
130,71,12,11.449049776236661,33.78726629974285,8.210925723757347,142.17891849442208,Cotton
107,121,126,16.470707928456513,48.92306340014031,4.473746476284906,36.80424458990512,Grapes
101,98,88,34.34316902657661,85.05469431666893,9.33826958079744,228.25413096919203,Rice
97,103,179,12.56395548414617,33.57639808046774,9.21389401337527,177.11816523025462,Apple
11,117,136,29.823906636721432,59.101525743766445,7.684967336763247,144.51379386676075,Maize
18,107,183,11.754036092702615,83.32432032462428,7.802298558723873,105.97674830422874,Apple
100,95,89,26.9956253294365,44.399062861040576,3.5341705086060067,159.6667907405029,Coffee
43,94,199,19.19716513427903,69.23002878223198,9.803178023127053,114.1529300390546,Apple
48,21,49,31.836287718603316,35.124315368198054,9.118128662885212,230.44929923376617,Rice
16,22,140,15.623761105700618,23.398032301661754,9.22867984467259,171.20244762495423,Maize
73,120,91,27.464693418186826,82.31704335798564,7.71916503712558,263.76368121484313,Rice
56,97,20,15.68193000961584,22.511301613148788,5.706636343389034,171.1052082725449,Maize
54,95,81,29.638880266874892,37.33879997684427,9.219351354179079,86.23695090850055,Maize
46,86,199,34.311398609173864,87.53941029177984,5.365708340167631,256.6035432605362,Apple
11,72,13,12.502612534501393,43.79635868876538,7.101353877390098,174.90689449055222,Wheat
61,118,64,34.1045941069887,97.68190005821785,4.138278223000848,77.50180860391004,Coffee
79,5,82,26.132397428897498,98.25715279055194,9.400516032849602,193.33517116782974,Maize
82,62,81,12.5116263333171,37.07173775900588,4.4009309297357655,119.44526065399486,Wheat
7,113,75,21.28422217650359,17.52412711349058,4.939339556674606,254.74476021719428,Rice
80,120,19,13.49712056976486,74.6354424416626,7.072058612020577,146.0173273437389,Wheat
117,91,75,29.25015835490383,52.78483922775756,8.390195201363081,221.95069755386186,Rice
24,14,106,30.95894952500413,22.66474458052356,7.463848357992314,46.55906572287393,Maize
88,63,173,11.889258391965729,74.84696243211168,4.985657041921,130.09476827205225,Apple
11,45,26,23.579283698683614,16.681042183625223,3.506035472175938,293.34111933932684,Rice
58,109,156,32.58705163595678,88.83691538233282,8.34576371396761,244.75196047464723,Apple
108,137,117,36.1359608132891,25.92411750374412,9.805326885831,64.46354305800617,Grapes
25,126,176,23.794721708859683,24.94882157221835,8.68344396995898,97.21840575467691,Grapes
46,26,5,36.548153329453086,29.107817625298267,6.445322356202338,111.68879486206838,Moth Beans
31,102,14,24.44211793731607,96.58290683031773,9.284110472954282,200.8016258177339,Rice
9,72,114,20.310362442317313,73.61256498183076,6.1230251079574405,230.44454313812423,Rice
15,143,204,33.56753135374455,82.91795204987275,6.8595781391581925,228.3683972485989,Grapes
25,60,188,23.1950951453762,48.19660877301676,6.553630511332373,161.74498765317998,Apple
85,103,117,22.579553308484073,42.922894565426176,6.364792785059359,245.40810951900605,Rice
134,80,54,23.117124690766985,34.16562458335261,8.461220923480997,141.50770700657807,Cotton
13,30,16,33.52612205459657,55.335730434867166,6.871321006524749,54.43879715216621,Maize
78,119,93,33.092693017291126,61.457271083938494,5.5269895809613825,176.9148319797601,Maize
116,113,192,20.582783779254168,68.33263655413697,5.152212273014261,284.73978491910765,Apple
6,51,158,18.53235590821933,36.11219134388773,3.7415828285915738,240.45223508711814,Apple
136,75,116,23.164298301942573,95.58425095765719,7.232449036051495,180.8787800584434,Cotton
114,44,82,25.524957284323584,28.599230845813683,4.971753058566619,199.81197357704895,Coffee
71,137,173,15.759446550337511,97.04617302991146,4.448057100904852,278.6962435158892,Grapes
58,136,168,31.983488473695246,15.277626535645325,7.684511768497138,139.07929685291901,Grapes
81,27,125,23.00529675938675,55.376809496248725,7.859739250057912,112.12757062605318,Maize
115,110,27,18.55413001386282,42.6696340780244,8.313791310449062,291.67315507012484,Rice
102,88,175,11.919172994548527,52.62461359800157,6.722892136566985,260.0371911158727,Apple
16,120,138,15.774278683785322,63.07715379234786,9.221949473304875,109.80611652397147,Maize
13,113,201,36.519010215274726,51.46066758909298,9.492593621748657,148.93100606633655,Apple
107,140,175,17.708910855130178,49.67682912593717,8.667174014671932,135.39171986416812,Grapes
44,45,29,13.730691249517431,77.01421372554437,7.567798284852398,61.448598670658626,Wheat
97,116,22,22.2516455163258,72.98535965743596,5.443814102983607,286.273772020086,Rice
130,116,194,17.766962106119262,85.66133025508292,9.790847498369416,132.39885587909293,Cotton
36,107,145,9.82665010791887,35.49647238659662,5.254471470028405,263.3414849733384,Rice
107,50,47,18.235840344558984,66.41945183884947,4.797004300738759,72.64103129522489,Coffee
38,72,82,24.687971819032484,64.32675154378543,6.32978632823413,172.3080853571471,Maize
14,126,32,24.910001262983034,45.79745173505123,3.8637796525592862,26.66126506454701,Grapes
119,19,150,19.21152049836515,55.80094860363056,9.762364573899461,232.45329450816178,Rice
3,133,63,21.861240482575937,40.98526432429267,7.265974761065118,181.4940637124654,Grapes
92,115,192,36.993123212455174,26.198618195060725,7.064493386650722,193.91390420459123,Apple
15,28,67,19.8185755351251,32.38690411699503,7.697096191358208,34.37840535019366,Maize
107,31,189,16.340222947191503,23.074173590503293,6.6809513457741225,78.66865579799509,Apple
125,44,96,15.909237686749396,72.74398346635067,3.705206509405066,40.663982514295284,Cotton
54,28,183,22.16672669096072,70.82255580738703,7.418792248578539,100.31817979345968,Apple
33,28,60,30.97798834253477,95.75214795586906,8.083512812521157,194.42804413563798,Maize
12,8,159,14.81485497830342,76.75234357366276,6.16719398799394,177.3997036402303,Apple
17,71,164,29.51144691251043,18.475942133027303,8.346691661255635,190.17765040852248,Apple
95,38,115,9.417574841802956,90.04508495789005,4.952808315765892,172.6918534430546,Wheat
122,120,141,21.032842957131223,88.19006401333242,4.916170182823578,95.9020051978889,Cotton
38,27,72,31.455259903921377,52.125547586452086,4.533068721200474,87.97308426175022,Coffee
45,113,50,18.6910023086134,64.38422234540126,5.8807664626506355,58.10259202316959,Maize
28,73,71,25.261123362205666,97.94273659263662,8.920877026490135,256.04170322317077,Rice
61,99,158,14.785393598516595,59.7781752909423,8.798637197754012,191.38126167446597,Apple
15,66,140,30.46626542088423,91.85767724034372,5.950074930966425,71.85006147612862,Maize
120,61,10,10.326549815447782,21.141333171676035,7.270359910273514,69.26420759030458,Wheat
9,58,28,33.694245230364615,30.430460708946725,8.11322442543946,262.70389722426603,Rice
102,74,180,14.58733448351271,51.904925135953334,5.043723357619347,226.47918012620278,Apple
83,105,98,34.33242252588326,64.2890855170082,4.576102949726382,203.31294421369324,Rice
132,61,177,19.093853845975104,84.19559526020082,9.72141435655879,133.10822189592534,Cotton
64,142,17,29.90236037465501,98.99054190231406,7.452366804541558,92.82920686942788,Grapes
2,139,201,18.121378695356704,47.44122869677401,9.781060619735449,292.287312145365,Grapes
119,107,29,35.25262080005171,18.077744708047305,5.661638317646267,241.63260185633845,Rice
67,89,152,12.497804065136531,82.90074928339793,7.999402879834442,103.89462403188486,Apple
36,65,122,14.012777846759882,65.9767418411215,4.9246632738639216,255.6230133654215,Rice
72,7,86,23.196479654637027,31.074685862665344,5.171681096153042,230.98308171488145,Rice
48,132,115,11.192602419913868,56.555247269442134,6.7761735761255935,102.58839286608355,Grapes
120,90,86,14.522621393291448,77.8386811159003,5.545556003251656,138.58169347917584,Wheat
87,51,70,36.35797836059082,80.25541368790337,4.572778008579741,71.69505781870541,Moth Beans
139,80,49,37.313498105518306,56.96718343189353,5.182436492731687,50.8725795371144,Cotton
36,42,118,19.786772416448322,40.24844959108189,3.728789724581534,220.9278451294357,Rice
60,91,179,35.75995181360692,97.74186205531043,8.008311177455916,94.36829634437493,Apple
123,62,67,24.708880529664206,71.04918454225839,6.6495466053495145,247.9765036774585,Cotton
38,54,80,16.676480003513998,49.108426663781685,4.103155624988964,296.77922180101046,Rice
62,34,118,29.31004265555348,38.11983728160011,4.598841556022344,41.30030827244233,Coffee
45,105,115,28.03993275198583,76.87485653830635,4.1562210439209215,151.50376477326867,Coffee
87,29,187,37.68245931797502,34.82777632106402,7.42059397296561,242.97339148840325,Apple
10,116,151,16.53938079235107,28.76705905173718,4.102946327119961,239.32834923846292,Apple
61,130,39,28.424137477722674,59.56571445073804,8.327406931425383,231.27921001600924,Grapes
76,127,57,10.31909364685985,38.938915767396196,3.6312698836505035,117.02059201393125,Grapes
51,51,30,12.118464329944207,68.0858424634309,5.09600504317371,146.17120508044454,Wheat
3,122,18,8.914416548571923,24.14272603918408,9.200266725708207,185.40120334092873,Grapes
58,43,122,37.98425188694246,70.32493499278965,8.098600435982375,290.7554822333655,Rice
71,20,49,32.22639195670635,38.36350140780239,3.9669973307244013,111.05814132090103,Coffee
92,26,176,31.772312030219393,14.020892361368094,8.75520706870515,276.63400078528645,Apple
62,58,197,23.68400139841485,24.916500959979167,6.655424777857311,94.88122325417737,Apple
53,20,55,17.561958820838846,94.29092249381809,8.919411373880507,294.96270140168986,Rice
116,63,175,13.216917106310138,88.59249896392078,7.344734556482518,206.3333049380705,Apple
109,35,123,17.11250237431674,34.09037675511637,7.863731405010296,148.85619153967716,Maize
73,36,155,19.778359680330862,80.93998379091225,9.858409986532532,190.52253900168216,Apple
106,13,188,30.884254831824588,66.33715701296178,4.986947493913716,95.76366499317749,Apple
56,143,23,24.558124235972052,97.49780518468877,7.493251678472886,96.22033238818771,Grapes
2,14,86,11.062521895420096,46.13008671992908,6.44605689636735,51.56816318849128,Wheat
119,21,80,9.326447061600238,72.60561267647674,3.7524924987052253,51.70598276210086,Wheat
5,72,187,11.788099642394645,19.464072128456998,3.592612105618336,116.65274412835736,Apple
4,52,96,20.786562439963475,48.07727182621091,4.2630628980342955,232.0738228551913,Rice
4,115,192,36.04923317783133,96.88831886218352,7.654187139446708,189.0159845922892,Apple
53,127,191,27.41215245130927,60.35235520271037,7.12984376264571,48.51850777202378,Grapes
46,105,37,32.21331627636504,38.75763728679664,7.041949191447856,256.92175394330326,Rice
8,106,151,22.418138159532816,24.34330282906019,3.7038832801808645,187.18020030323845,Apple
98,69,32,19.36064962929525,74.50343725561162,6.503539176704045,287.1178503461688,Rice
19,55,127,11.965290883325384,69.4576197349565,9.417586034192183,206.3115599403157,Rice
121,40,184,34.37724424783718,46.158729369924615,6.044587963588139,68.69861210976232,Cotton
60,85,130,31.668272847614762,95.78095626046175,7.499503806646121,151.71177472157459,Maize
122,131,181,13.709048449853574,15.909441916955128,8.490839523988118,200.28233211812275,Cotton
81,92,41,23.758008465186805,40.12025124033702,8.517121786508081,27.8575868918938,Maize
61,108,158,23.03134439130035,93.211975821764,6.823392527329737,24.145053435036594,Apple
2,19,103,27.052673338446635,41.60044769547187,8.990892450574954,55.97403416640188,Maize
12,100,102,36.42865730454483,35.693743711544656,6.004819797527981,89.96271294264088,Moth Beans
119,127,131,25.729326099464405,59.942955254087266,9.18763657462271,139.41465633874782,Grapes
124,5,172,24.574344189935665,84.84695049316626,5.03745386493149,155.50845170522118,Cotton
88,126,84,10.269429641692188,22.87062143553905,5.293385004739655,58.3716752847353,Grapes
72,130,42,10.6368982997263,95.0997810295333,3.839971994873607,207.20285899420097,Grapes
67,61,81,14.270526306742237,82.37626778158011,8.59172375387061,185.72638115163667,Wheat
100,85,130,9.748146533399051,29.587521977433468,6.169153511889316,101.86101947784253,Wheat
97,77,91,30.505904550644363,75.232684663042,4.9663463290329535,23.797447595011178,Coffee
10,74,58,29.921244876623724,47.106450146829914,4.98345777674611,41.58612046821483,Coffee
104,10,154,12.772842045403975,48.597342314563406,9.268959623867094,128.89114759201334,Apple
66,88,20,33.213503903222204,81.3629479497425,8.837066242950637,62.80486962406013,Maize
122,56,32,13.319752217506469,96.79949348634297,7.042597666285973,124.7558505091359,Cotton
28,7,167,17.594327140322875,24.89240506485868,7.443109122660616,194.6347640538787,Apple
136,85,192,16.070125455511857,50.174200371578465,6.535683651521863,172.13200495044083,Cotton
75,67,177,19.671367278332994,55.360978295250106,6.006665874424376,84.2668955121956,Apple
8,53,50,16.236181963986887,46.3628162581298,9.359052039797323,115.58265256993317,Maize
39,80,76,23.0773670520028,45.23426463959535,4.303921302529933,190.70067316872488,Coffee
24,116,187,20.696310135556814,18.495105410297302,6.17805945418386,259.31769779607873,Apple
4,113,89,37.607829130756336,72.9563213683856,5.705196211122402,229.39333596940787,Rice
138,69,30,10.43304942374419,51.514439872323905,6.68816460960735,173.84520745968936,Cotton
123,85,89,12.951696190510667,30.7522670273777,6.428843997089121,120.71745353198317,Cotton
37,19,157,10.342516102131192,84.17888119797789,6.820893002566921,121.48425515662191,Apple
71,104,69,27.074562893485375,83.02022434104,4.395481454252762,264.47801225350213,Rice
132,36,138,10.391670900480612,55.82968001564487,6.784105609684973,30.909714139271898,Cotton
89,100,155,33.2240403313828,39.6667568587074,5.05148040887815,294.65917514883256,Apple
36,132,119,23.748608015912293,68.8759744184949,4.679720633524424,204.6963642167343,Grapes
59,117,68,24.188622637780785,38.78108367685667,3.914939000231624,209.35628034212456,Rice
27,87,91,25.198559625196072,34.29668200783924,8.380976376039303,30.56339877071832,Maize
80,47,175,13.787760224141355,76.82426024626409,6.235628293481984,188.33713841977365,Apple
113,120,111,14.572556850943037,17.46797061600176,7.510519573195253,154.76830070514427,Wheat
39,82,155,18.10946582789174,22.15008850897508,8.156597397150357,49.406536116550626,Apple
44,62,100,26.13009534199806,14.583782966028721,7.847626658006742,97.26231899388182,Chickpea
61,37,162,14.935439057454264,27.15311403688665,6.511204602173967,267.50741882739504,Apple
92,18,81,12.19688643229123,19.933140749099515,5.9825505852910705,172.8967796107349,Wheat
114,136,150,37.12741308341822,99.639003629073,5.906143421700248,134.9298078983466,Grapes
66,63,91,9.44186899244099,38.837657416051705,7.596312300352361,40.205639323745444,Wheat
55,87,153,32.23876423581183,26.837049089555265,6.66668387162799,218.52578461784097,Apple
39,138,61,31.810626367590643,34.725678187648946,8.934446387126467,215.39252890409705,Grapes
97,125,107,17.478652124276806,94.50679915245158,9.098092699690959,190.70412273837266,Grapes
39,87,155,12.760297187413553,58.733779180098026,4.591586419241718,161.85301564934048,Apple
90,31,95,13.052356483798365,45.37435628247569,4.371895369892644,140.5920638136496,Wheat
32,84,49,29.16500322332602,89.11166538019286,7.534565926630397,184.92936385066187,Maize
5,138,176,27.569952459716273,47.96916326721679,5.4278447875985885,84.88393558049707,Grapes
79,17,92,31.656173688140495,42.81073701636184,3.618852600096633,281.6700198413861,Rice
91,68,119,36.17445023405386,31.82629693927726,9.187313083922913,183.68487911210383,Moth Beans
96,84,51,29.004279007384486,46.490526856209385,4.952164910360373,106.51149953051667,Coffee
58,127,172,13.35086486730215,41.23485461745564,9.44739617078918,145.01099854607372,Grapes
58,47,183,15.908524409549992,72.24814049964013,8.091580485620824,243.98037130777607,Apple
47,93,174,33.39205694149494,38.90411260168253,8.380982335433501,64.92926488302268,Apple
12,99,139,14.91173741435889,63.63917819234028,4.789353573076227,101.40830304395239,Wheat
106,6,54,10.917651655070857,19.666726192749653,4.998844323947603,208.90323032076242,Rice
44,124,180,29.335777578033714,30.450867475900235,6.836113624474021,107.70599940205824,Grapes
88,26,88,20.55376958031215,49.036853358575996,4.6014390569591175,240.31546755748755,Rice
99,119,95,35.665169534340386,94.5776358361478,5.454762833171406,56.266069435306306,Moth Beans
6,61,138,27.78744807593492,46.443670771549804,5.557359858865949,232.02675538638115,Rice
132,76,95,11.440234151516496,71.11037442318573,4.52163157281769,39.001776728457415,Cotton
44,11,141,36.4774117638069,35.93750112824024,4.813170133729029,23.50074632156355,Moth Beans
57,123,113,16.34987209829518,24.924887533697927,8.546731788852842,269.7061382353411,Grapes
30,118,61,18.646604719863547,19.03414760688431,4.570053469102517,181.61230230717902,Coffee
22,20,35,20.546004079559427,40.265560874676616,3.682127307801104,117.80787739013358,Coffee
137,87,25,10.295749455005948,27.558848304534084,7.527871632825206,84.66130907595041,Cotton
106,76,94,23.298250329133662,28.96489852938668,9.74629196411168,191.4942477465069,Maize
38,128,44,12.400899939398535,79.4253005212777,5.619768413587977,161.50260702321322,Grapes
81,117,116,20.50833353929987,15.362074101259182,4.259396500456015,295.66418159733587,Rice
99,16,49,19.040725809368862,61.97167081324736,7.150478882352197,293.3340442897413,Rice
1,130,81,31.3669304360539,46.633678731037975,9.300666951012136,196.53682938736748,Grapes
76,57,181,32.25257893967575,57.56329999213506,8.517995390902264,143.11800069743757,Apple
11,79,91,13.27965616576137,62.40340040045585,7.484101557841383,156.53718941943606,Wheat
38,137,152,19.503294671473405,40.949621723325926,5.516361578288636,209.72918041384762,Grapes
12,31,105,19.701912302129486,39.37936197584854,6.968033108967807,48.23772329743602,Maize
45,144,121,13.221184962933684,77.07255904280188,4.083966984347234,111.28187651937965,Grapes
112,138,96,32.11484234749476,88.92982097841951,7.845250715396288,40.92568299900187,Grapes
16,101,149,29.451067187394358,30.5620203914334,8.140614520944965,40.39429114570363,Maize
103,9,32,14.359148159873413,22.395213406022812,9.67620238662348,74.44330924659698,Wheat
97,61,173,19.50827973093893,91.21043934971424,5.166543095968459,154.90040477691707,Apple
87,82,198,11.889506725810216,44.091009873676285,3.618121081875345,238.16726128325544,Apple
108,73,29,27.143632635116884,61.41329559700202,6.9918941723337635,154.96785774411256,Maize
69,122,62,12.344060196819695,44.9207104287203,8.023459228139613,113.26249773592178,Grapes
73,124,45,37.5892777238476,24.819000925760413,8.558607845651125,42.89413131361876,Grapes
62,63,138,31.59591658088558,64.6825214655046,4.739929171358788,172.98215544491003,Coffee
59,37,79,20.194965647852655,59.16211325218815,5.175218361836952,95.41266704232314,Maize
78,66,42,25.69406682255715,31.45744609044296,6.780581921710697,190.951701460967,Maize
36,54,138,35.411181033519135,52.860737840095894,5.615845183808013,291.6581914788123,Rice
21,116,177,24.979698987558123,82.53748534534554,9.00727351415965,50.945381370758945,Apple
95,23,79,13.89535580282029,64.77664486727866,6.53206498392781,78.9708608446993,Wheat
67,127,146,19.85813798296985,22.334890127761557,8.61730332225282,151.52028159162617,Grapes
16,51,70,33.41983005886857,61.12984876170562,7.215966467087064,289.2746406661684,Rice
11,37,172,27.61102006689684,74.43549373890447,8.447776906349517,234.56311780305876,Apple
137,88,7,27.80115202254697,82.17249289714462,5.629107113794072,269.70771569926677,Cotton
117,139,121,34.11118738210388,68.10411176254695,8.821066380353992,112.77272787627042,Grapes
21,83,103,34.904013277905136,27.1286021505074,5.257262819526538,295.7866957104493,Rice
119,18,156,35.65794309595954,75.07490092675383,6.995032371221061,48.58752286583575,Apple
49,132,23,11.56959644299216,72.2513987630104,4.869645524312795,34.72646788081603,Grapes
13,58,150,24.688479257322548,16.100711932894455,6.5433697384076375,257.8575303210198,Rice
28,33,196,30.422878019574902,49.410299412760914,5.5363213408557,277.7796339175422,Apple
124,28,120,30.902263877708805,42.6337212387641,5.2069019560781715,45.18272939781629,Cotton
6,86,129,26.516113097524112,71.56943752581333,9.68870411537944,51.532824635343935,Maize
28,67,92,13.670190187363286,32.58767985873918,4.524474275115076,29.222415856105123,Wheat
138,109,39,32.084680175096594,64.81498537578622,8.538885359727331,49.0531024146773,Cotton
32,61,194,29.827250938636414,92.53571271601882,9.798655740692576,78.21870907047808,Apple
133,140,5,11.315164529231861,82.61100400994026,3.627369495936498,289.68130005698026,Cotton
110,66,157,22.343246880491787,93.24536531462161,7.973775449869408,205.66514178263117,Apple
78,21,177,13.880140066036665,98.15151315621134,5.118635555560237,236.43774109415472,Apple
57,70,181,18.65432973481878,14.917630922529998,3.7591220757011485,235.76675422624314,Apple
25,10,130,9.327967892406015,67.55574976846307,6.0784933053224375,168.75050243862165,Wheat
28,62,93,20.48963215759414,49.504188207265955,9.485393985093602,241.70193580421878,Rice
3,73,148,24.856406097761347,87.94748616882048,3.575296603948785,185.63449400441155,Coffee
98,66,151,26.891811710550936,35.65606437278532,7.262468428350603,107.44381513373341,Apple
38,86,155,28.173918077758334,98.36853606389654,6.708937463010075,175.9886102376154,Apple
14,75,29,33.219706342591834,66.77888538076226,9.089658651974705,168.31538694539475,Maize
118,135,20,15.091516892451317,82.24421659167946,4.037610972932004,248.91994894509114,Grapes
28,14,186,12.318069215203264,21.361561542758075,7.861766591274562,292.9201664321012,Apple
74,102,77,33.664885419419434,29.777378089262392,7.852702069972975,134.2698331870187,Maize
115,93,133,13.373094194865377,79.22271588094148,7.782112107918613,232.22260860669797,Rice
31,39,46,37.2629943750169,15.89084089538183,9.530940767584237,47.734115122601125,Moth Beans
